state,district,district_number,constituency,constituency_number,candidate,party,evm_votes,postal_votes,candidate_total_votes,candidate_vote_%,total_polled_votes,male_votes,female_votes,thirunangai_votes,total_votes
Tamil Nadu,KARUR,15,Karur,135,PRAKASH.V,Independent,5,0,5,0,207310,111510,121584,2,233096
Tamil Nadu,KARUR,15,Karur,135,PRASANTH.S,Independent,4,0,4,0,207310,111510,121584,2,233096
Tamil Nadu,KARUR,15,Karur,135,PUSHPARAJ.P,Independent,3,0,3,0,207310,111510,121584,2,233096
Tamil Nadu,KARUR,15,Karur,135,BOOPATHI.P,Independent,6,0,6,0,207310,111510,121584,2,233096
Tamil Nadu,KARUR,15,Karur,135,MAHENDRAN,Independent,11,0,11,0.01,207310,111510,121584,2,233096
Tamil Nadu,KARUR,15,Karur,135,MANIKANDAN.K,Independent,2,0,2,0,207310,111510,121584,2,233096
Tamil Nadu,KARUR,15,Karur,135,MANIVANNAN.S,Independent,3,0,3,0,207310,111510,121584,2,233096
Tamil Nadu,KARUR,15,Karur,135,MANOJ.P,Independent,10,0,10,0,207310,111510,121584,2,233096
Tamil Nadu,KARUR,15,Karur,135,MUTHU. K.R,Independent,14,0,14,0.01,207310,111510,121584,2,233096
Tamil Nadu,KARUR,15,Karur,135,MUTHUKUMAR.G,Independent,8,0,8,0,207310,111510,121584,2,233096
Tamil Nadu,KARUR,15,Karur,135,MURALI.M,Independent,10,0,10,0,207310,111510,121584,2,233096
Tamil Nadu,KARUR,15,Karur,135,MURUGANANTHAM.T,Independent,30,0,30,0.01,207310,111510,121584,2,233096
Tamil Nadu,KARUR,15,Karur,135,MURUGESAN.A,Independent,83,1,84,0.04,207310,111510,121584,2,233096
Tamil Nadu,KARUR,15,Karur,135,MOHAN.M.L.M,Independent,42,0,42,0.02,207310,111510,121584,2,233096
Tamil Nadu,KARUR,15,Karur,135,MOUNAGURUBALUSAMY.K,Independent,14,0,14,0.01,207310,111510,121584,2,233096
Tamil Nadu,KARUR,15,Karur,135,RAJESHKANNAN.S,Independent,138,0,138,0.07,207310,111510,121584,2,233096
Tamil Nadu,KARUR,15,Karur,135,VIGNESHWARAN.P,Independent,25,0,25,0.01,207310,111510,121584,2,233096
Tamil Nadu,KARUR,15,Karur,135,VINOTHKUMAR,Independent,9,0,9,0,207310,111510,121584,2,233096
Tamil Nadu,KARUR,15,Karur,135,VIJAYABHASKAR.R.V,Independent,14,0,14,0.01,207310,111510,121584,2,233096
Tamil Nadu,KARUR,15,Karur,135,VIJAYAN.K,Independent,13,0,13,0.01,207310,111510,121584,2,233096
Tamil Nadu,KARUR,15,Karur,135,VEERAKUMAR.T,Independent,5,0,5,0,207310,111510,121584,2,233096
Tamil Nadu,KARUR,15,Karur,135,VENKADESH.K,Independent,14,0,14,0.01,207310,111510,121584,2,233096
Tamil Nadu,KARUR,15,Karur,135,VENKATESH PRABU.K,Independent,26,0,26,0.01,207310,111510,121584,2,233096
Tamil Nadu,KARUR,15,Karur,135,JAYAKUMAR.G,Independent,100,2,102,0.05,207310,111510,121584,2,233096
Tamil Nadu,KARUR,15,Karur,135,JOTHI SUTHARSAN,Independent,22,0,22,0.01,207310,111510,121584,2,233096
Tamil Nadu,KARUR,15,Karur,135,NOTA,None of the Above,954,7,961,0.46,207310,111510,121584,2,233096
Tamil Nadu,VELLORE,4,Katpadi,40,DURAIMURUGAN,Dravida Munnetra Kazhagam,83243,1897,85140,45.71,186246,112820,118900,16,231736
Tamil Nadu,VELLORE,4,Katpadi,40,V RAMU,All India Anna Dravida Munnetra Kazhagam,83675,719,84394,45.31,186246,112820,118900,16,231736
Tamil Nadu,VELLORE,4,Katpadi,40,K RAJA,Bahujan Samaj Party,368,6,374,0.2,186246,112820,118900,16,231736
Tamil Nadu,VELLORE,4,Katpadi,40,ARUMUGAM K P,Republican Party of India (Athawale),142,2,144,0.08,186246,112820,118900,16,231736
Tamil Nadu,VELLORE,4,Katpadi,40,M SUDHARSAN,Indiya Jananayaka Katchi,991,12,1003,0.54,186246,112820,118900,16,231736
Tamil Nadu,VELLORE,4,Katpadi,40,S THIRUKKUMARAN,Naam Tamilar Katchi,10325,124,10449,5.61,186246,112820,118900,16,231736
Tamil Nadu,VELLORE,4,Katpadi,40,A S RAJA,Amma Makkal Munnettra Kazagam,1059,7,1066,0.57,186246,112820,118900,16,231736
Tamil Nadu,VELLORE,4,Katpadi,40,R S SRIDHAR,Anna MGR Dravida Makkal Kalgam,75,3,78,0.04,186246,112820,118900,16,231736
Tamil Nadu,VELLORE,4,Katpadi,40,J ANANDHI,Independent,177,16,193,0.1,186246,112820,118900,16,231736
Tamil Nadu,VELLORE,4,Katpadi,40,P DHANANJAYAN,Independent,163,3,166,0.09,186246,112820,118900,16,231736
Tamil Nadu,VELLORE,4,Katpadi,40,R BASKARAN,Independent,221,3,224,0.12,186246,112820,118900,16,231736
Tamil Nadu,VELLORE,4,Katpadi,40,RAMAN,Independent,144,0,144,0.08,186246,112820,118900,16,231736
Tamil Nadu,VELLORE,4,Katpadi,40,K RAMU,Independent,99,0,99,0.05,186246,112820,118900,16,231736
Tamil Nadu,VELLORE,4,Katpadi,40,D RAMU,Independent,332,0,332,0.18,186246,112820,118900,16,231736
Tamil Nadu,VELLORE,4,Katpadi,40,V VINAYAGAM,Independent,548,3,551,0.3,186246,112820,118900,16,231736
Tamil Nadu,VELLORE,4,Katpadi,40,NOTA,None of the Above,1852,37,1889,1.01,186246,112820,118900,16,231736
Tamil Nadu,CUDDALORE,18,Kattumannarkoil,159,THANGA UDHAYAKUMAR,Bahujan Samaj Party,425,4,429,0.24,175561,107059,105200,5,212264
Tamil Nadu,CUDDALORE,18,Kattumannarkoil,159,N. MURUGUMARAN,All India Anna Dravida Munnetra Kazhagam,74608,883,75491,43,175561,107059,105200,5,212264
Tamil Nadu,CUDDALORE,18,Kattumannarkoil,159,M.G. KALYANASUNDARAM,All India Jananayaka Makkal Kazhagam,458,2,460,0.26,175561,107059,105200,5,212264
Tamil Nadu,CUDDALORE,18,Kattumannarkoil,159,SINTHANAI SELVAN,Viduthalai Chiruthaigal Katchi,84986,1070,86056,49.02,175561,107059,105200,5,212264
Tamil Nadu,CUDDALORE,18,Kattumannarkoil,159,THANGA VIKRAM,Makkal Needhi Maiam,1391,24,1415,0.81,175561,107059,105200,5,212264
Tamil Nadu,CUDDALORE,18,Kattumannarkoil,159,M. THIRUNAVUKARASU,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,133,1,134,0.08,175561,107059,105200,5,212264
Tamil Nadu,CUDDALORE,18,Kattumannarkoil,159,S. NARAYANAMOORTHY,Amma Makkal Munnettra Kazagam,1892,12,1904,1.08,175561,107059,105200,5,212264
Tamil Nadu,CUDDALORE,18,Kattumannarkoil,159,P. NIVEDHA,Naam Tamilar Katchi,6762,44,6806,3.88,175561,107059,105200,5,212264
Tamil Nadu,CUDDALORE,18,Kattumannarkoil,159,M.A.T. ARCHUNAN,Independent,417,4,421,0.24,175561,107059,105200,5,212264
Tamil Nadu,CUDDALORE,18,Kattumannarkoil,159,A. ANANDAN,Independent,991,0,991,0.56,175561,107059,105200,5,212264
Tamil Nadu,CUDDALORE,18,Kattumannarkoil,159,P.M. KUMAR,Independent,362,1,363,0.21,175561,107059,105200,5,212264
Tamil Nadu,CUDDALORE,18,Kattumannarkoil,159,S.TAMILSELVAN,Independent,216,0,216,0.12,175561,107059,105200,5,212264
Tamil Nadu,CUDDALORE,18,Kattumannarkoil,159,MATHIAZHAGAN,Independent,227,0,227,0.13,175561,107059,105200,5,212264
Tamil Nadu,CUDDALORE,18,Kattumannarkoil,159,NOTA,None of the Above,647,1,648,0.37,175561,107059,105200,5,212264
Tamil Nadu,COIMBATORE,13,Kavundampalayam,117,G.Arunkumar,All India Anna Dravida Munnetra Kazhagam,134981,688,135669,43.78,309918,208448,207722,62,416232
Tamil Nadu,COIMBATORE,13,Kavundampalayam,117,R.Krishnan,Dravida Munnetra Kazhagam,124557,1336,125893,40.62,309918,208448,207722,62,416232
Tamil Nadu,COIMBATORE,13,Kavundampalayam,117,Aruna.M,Amma Makkal Munnettra Kazagam,1992,10,2002,0.65,309918,208448,207722,62,416232
Tamil Nadu,COIMBATORE,13,Kavundampalayam,117,Kalamani.M,Naam Tamilar Katchi,17823,74,17897,5.77,309918,208448,207722,62,416232
Tamil Nadu,COIMBATORE,13,Kavundampalayam,117,Siva.K,Tamil Nadu Ilangyar Katchi,718,8,726,0.23,309918,208448,207722,62,416232
Tamil Nadu,COIMBATORE,13,Kavundampalayam,117,Selvaraj.M,New Generation People’s Party,177,1,178,0.06,309918,208448,207722,62,416232
Tamil Nadu,COIMBATORE,13,Kavundampalayam,117,Pankaj Jain,Makkal Needhi Maiam,23427,100,23527,7.59,309918,208448,207722,62,416232
Tamil Nadu,COIMBATORE,13,Kavundampalayam,117,Arunkumar.T,Independent,294,2,296,0.1,309918,208448,207722,62,416232
Tamil Nadu,COIMBATORE,13,Kavundampalayam,117,Krishnan.M,Independent,140,0,140,0.05,309918,208448,207722,62,416232
Tamil Nadu,COIMBATORE,13,Kavundampalayam,117,Suriyakumar.K,Independent,117,0,117,0.04,309918,208448,207722,62,416232
Tamil Nadu,COIMBATORE,13,Kavundampalayam,117,Gnanaraj.M,Independent,160,1,161,0.05,309918,208448,207722,62,416232
Tamil Nadu,COIMBATORE,13,Kavundampalayam,117,Pushpanantham.V,Independent,419,1,420,0.14,309918,208448,207722,62,416232
Tamil Nadu,COIMBATORE,13,Kavundampalayam,117,NOTA,None of the Above,2868,24,2892,0.93,309918,208448,207722,62,416232
Tamil Nadu,KANNIYAKUMARI,30,Killiyoor,234,SIVAKUMAR  V,Bahujan Samaj Party,1571,25,1596,0.94,169918,124287,124226,18,248531
Tamil Nadu,KANNIYAKUMARI,30,Killiyoor,234,RAJESH KUMAR  S,Indian National Congress,99393,2148,101541,59.76,169918,124287,124226,18,248531
Tamil Nadu,KANNIYAKUMARI,30,Killiyoor,234,JUDE DEV   K.V,All India Anna Dravida Munnetra Kazhagam,45419,722,46141,27.15,169918,124287,124226,18,248531
Tamil Nadu,KANNIYAKUMARI,30,Killiyoor,234,ANTONY  A,All India Samathuva Makhal Katchi,1205,9,1214,0.71,169918,124287,124226,18,248531
Tamil Nadu,KANNIYAKUMARI,30,Killiyoor,234,SEEMA  A,Amma Makkal Munnettra Kazagam,1079,23,1102,0.65,169918,124287,124226,18,248531
Tamil Nadu,KANNIYAKUMARI,30,Killiyoor,234,THANKAPPAN C,Tamilnadu Mahatma Gandhi Makkal Katchi,159,3,162,0.1,169918,124287,124226,18,248531
Tamil Nadu,KANNIYAKUMARI,30,Killiyoor,234,PETER H,Naam Tamilar Katchi,14328,189,14517,8.54,169918,124287,124226,18,248531
Tamil Nadu,KANNIYAKUMARI,30,Killiyoor,234,VIJIKUMAR K,National Democratic Party of South India,184,2,186,0.11,169918,124287,124226,18,248531
Tamil Nadu,KANNIYAKUMARI,30,Killiyoor,234,JAYARAJ E,Tamil Nadu Ilangyar Katchi,1429,14,1443,0.85,169918,124287,124226,18,248531
Tamil Nadu,KANNIYAKUMARI,30,Killiyoor,234,ANCHALOSE R,Independent,210,3,213,0.13,169918,124287,124226,18,248531
Tamil Nadu,KANNIYAKUMARI,30,Killiyoor,234,SIVAN RAJ  K,Independent,315,8,323,0.19,169918,124287,124226,18,248531
Tamil Nadu,KANNIYAKUMARI,30,Killiyoor,234,RAMESH RAJA KUMAR C,Independent,275,3,278,0.16,169918,124287,124226,18,248531
Tamil Nadu,KANNIYAKUMARI,30,Killiyoor,234,JOHN BENADICT G,Independent,233,2,235,0.14,169918,124287,124226,18,248531
Tamil Nadu,KANNIYAKUMARI,30,Killiyoor,234,SHAJU SINGH M R,Independent,211,2,213,0.13,169918,124287,124226,18,248531
Tamil Nadu,KANNIYAKUMARI,30,Killiyoor,234,NOTA,None of the Above,747,7,754,0.44,169918,124287,124226,18,248531
Tamil Nadu,TIRUVANNAMALAI,7,Kilpennathur,64,SubashChandrabose,Bahujan Samaj Party,593,5,598,0.29,203886,116288,119505,2,235795
Tamil Nadu,TIRUVANNAMALAI,7,Kilpennathur,64,K.Pitchandi,Dravida Munnetra Kazhagam,102713,1962,104675,51.34,203886,116288,119505,2,235795
Tamil Nadu,TIRUVANNAMALAI,7,Kilpennathur,64,A.R.Elumalai,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,497,7,504,0.25,203886,116288,119505,2,235795
Tamil Nadu,TIRUVANNAMALAI,7,Kilpennathur,64,P.Kathikeyan,Amma Makkal Munnettra Kazagam,2172,19,2191,1.07,203886,116288,119505,2,235795
Tamil Nadu,TIRUVANNAMALAI,7,Kilpennathur,64,V.Suganantham,Makkal Needhi Maiam,1431,6,1437,0.7,203886,116288,119505,2,235795
Tamil Nadu,TIRUVANNAMALAI,7,Kilpennathur,64,K.Selvakumar,Pattali Makkal Katchi,76854,1034,77888,38.2,203886,116288,119505,2,235795
Tamil Nadu,TIRUVANNAMALAI,7,Kilpennathur,64,N.Thangaraj,Makkal Munnetra Peravai,313,4,317,0.16,203886,116288,119505,2,235795
Tamil Nadu,TIRUVANNAMALAI,7,Kilpennathur,64,Dr.R.Rameshbabu,Naam Tamilar Katchi,11464,77,11541,5.66,203886,116288,119505,2,235795
Tamil Nadu,TIRUVANNAMALAI,7,Kilpennathur,64,A.Venkatesan,Republican Party of India (Athawale),147,0,147,0.07,203886,116288,119505,2,235795
Tamil Nadu,TIRUVANNAMALAI,7,Kilpennathur,64,Farmer Jayaraman,Anaithu Makkal Arasiyal Katchi,236,3,239,0.12,203886,116288,119505,2,235795
Tamil Nadu,TIRUVANNAMALAI,7,Kilpennathur,64,M.Athiyaman,Independent,185,0,185,0.09,203886,116288,119505,2,235795
Tamil Nadu,TIRUVANNAMALAI,7,Kilpennathur,64,P.Ganeshraja,Independent,194,3,197,0.1,203886,116288,119505,2,235795
Tamil Nadu,TIRUVANNAMALAI,7,Kilpennathur,64,G.krishnamurthy,Independent,86,39,125,0.06,203886,116288,119505,2,235795
Tamil Nadu,TIRUVANNAMALAI,7,Kilpennathur,64,Sakthivel,Independent,407,1,408,0.2,203886,116288,119505,2,235795
Tamil Nadu,TIRUVANNAMALAI,7,Kilpennathur,64,S.Sasikumar,Independent,592,5,597,0.29,203886,116288,119505,2,235795
Tamil Nadu,TIRUVANNAMALAI,7,Kilpennathur,64,M.Sampathraj,Independent,415,2,417,0.2,203886,116288,119505,2,235795
Tamil Nadu,TIRUVANNAMALAI,7,Kilpennathur,64,M.Dinakaran,Independent,251,20,271,0.13,203886,116288,119505,2,235795
Tamil Nadu,TIRUVANNAMALAI,7,Kilpennathur,64,M.Murugan,Independent,835,9,844,0.41,203886,116288,119505,2,235795
Tamil Nadu,TIRUVANNAMALAI,7,Kilpennathur,64,M.Mohanraja,Independent,117,0,117,0.06,203886,116288,119505,2,235795
Tamil Nadu,TIRUVANNAMALAI,7,Kilpennathur,64,Lourdammal,Independent,75,0,75,0.04,203886,116288,119505,2,235795
Tamil Nadu,TIRUVANNAMALAI,7,Kilpennathur,64,C.Jothi,Independent,151,1,152,0.07,203886,116288,119505,2,235795
Tamil Nadu,TIRUVANNAMALAI,7,Kilpennathur,64,NOTA,None of the Above,954,7,961,0.47,203886,116288,119505,2,235795
Tamil Nadu,VELLORE,4,Kilvaithinankuppam,45,K Seetharaman,Dravida Munnetra Kazhagam,72933,1064,73997,42.5,174124,102463,104606,1,207070
Tamil Nadu,VELLORE,4,Kilvaithinankuppam,45,DHANASEELAN,Desiya Murpokku Dravida Kazhagam,1406,26,1432,0.82,174124,102463,104606,1,207070
Tamil Nadu,VELLORE,4,Kilvaithinankuppam,45,PUSHPALATHA D,Bahujan Samaj Party,505,14,519,0.3,174124,102463,104606,1,207070
Tamil Nadu,VELLORE,4,Kilvaithinankuppam,45,M.JAGAN MOORTHY,All India Anna Dravida Munnetra Kazhagam,83989,590,84579,48.57,174124,102463,104606,1,207070
Tamil Nadu,VELLORE,4,Kilvaithinankuppam,45,K ELAVARASAN,Republican Party of India (Athawale),543,4,547,0.31,174124,102463,104606,1,207070
Tamil Nadu,VELLORE,4,Kilvaithinankuppam,45,K SATHU,National Democratic Party of South India,132,1,133,0.08,174124,102463,104606,1,207070
Tamil Nadu,VELLORE,4,Kilvaithinankuppam,45,J.Divya Rani,Naam Tamilar Katchi,9911,116,10027,5.76,174124,102463,104606,1,207070
Tamil Nadu,VELLORE,4,Kilvaithinankuppam,45,K VENKATASAMY,Indiya Jananayaka Katchi,519,0,519,0.3,174124,102463,104606,1,207070
Tamil Nadu,VELLORE,4,Kilvaithinankuppam,45,E.P.ELANCHEZHIYAN,Independent,238,4,242,0.14,174124,102463,104606,1,207070
Tamil Nadu,VELLORE,4,Kilvaithinankuppam,45,S SELVA CHENGUTTUVAN,Independent,324,7,331,0.19,174124,102463,104606,1,207070
Tamil Nadu,VELLORE,4,Kilvaithinankuppam,45,NOTA,None of the Above,1773,25,1798,1.03,174124,102463,104606,1,207070
Tamil Nadu,NAGAPATTINAM,19,Kilvelur,164,TAMILARASAN U,Bahujan Samaj Party,636,5,641,0.45,142995,81189,82803,0,163992
Tamil Nadu,NAGAPATTINAM,19,Kilvelur,164,NAGAIMAALI V P,Communist Party of India  (Marxist),67288,700,67988,47.55,142995,81189,82803,0,163992
Tamil Nadu,NAGAPATTINAM,19,Kilvelur,164,SIDHU G,Makkal Needhi Maiam,2890,16,2906,2.03,142995,81189,82803,0,163992
Tamil Nadu,NAGAPATTINAM,19,Kilvelur,164,NEETHIMOHAN M,Amma Makkal Munnettra Kazagam,2494,9,2503,1.75,142995,81189,82803,0,163992
Tamil Nadu,NAGAPATTINAM,19,Kilvelur,164,PONELAVAZHAKI  S,Naam Tamilar Katchi,15088,85,15173,10.61,142995,81189,82803,0,163992
Tamil Nadu,NAGAPATTINAM,19,Kilvelur,164,MUTHALAGAN S,Puthiya Tamilagam,614,0,614,0.43,142995,81189,82803,0,163992
Tamil Nadu,NAGAPATTINAM,19,Kilvelur,164,VADIVEL RAVANAN  S,Pattali Makkal Katchi,50754,249,51003,35.67,142995,81189,82803,0,163992
Tamil Nadu,NAGAPATTINAM,19,Kilvelur,164,KALAISELVAN G,Independent,613,2,615,0.43,142995,81189,82803,0,163992
Tamil Nadu,NAGAPATTINAM,19,Kilvelur,164,MARUTHAIYAN G,Independent,171,2,173,0.12,142995,81189,82803,0,163992
Tamil Nadu,NAGAPATTINAM,19,Kilvelur,164,VEDHA MUKUNDHAN,Independent,481,1,482,0.34,142995,81189,82803,0,163992
Tamil Nadu,NAGAPATTINAM,19,Kilvelur,164,NOTA,None of the Above,895,2,897,0.63,142995,81189,82803,0,163992
Tamil Nadu,COIMBATORE,13,Kinathukadavu,122,Kuruchi Prabhakaran,Dravida Munnetra Kazhagam,99311,1131,100442,43.21,232435,149735,151764,25,301524
Tamil Nadu,COIMBATORE,13,Kinathukadavu,122,Damodaran.S,All India Anna Dravida Munnetra Kazhagam,101069,468,101537,43.68,232435,149735,151764,25,301524
Tamil Nadu,COIMBATORE,13,Kinathukadavu,122,Anbazhagan.G,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,352,1,353,0.15,232435,149735,151764,25,301524
Tamil Nadu,COIMBATORE,13,Kinathukadavu,122,Umajagadesh.M,Naam Tamilar Katchi,11249,31,11280,4.85,232435,149735,151764,25,301524
Tamil Nadu,COIMBATORE,13,Kinathukadavu,122,Siva.A,Makkal Needhi Maiam,13880,59,13939,6,232435,149735,151764,25,301524
Tamil Nadu,COIMBATORE,13,Kinathukadavu,122,Mariappan.R,Ganasangam Party of India,187,0,187,0.08,232435,149735,151764,25,301524
Tamil Nadu,COIMBATORE,13,Kinathukadavu,122,ROHINI MA.PA,Amma Makkal Munnettra Kazagam,1237,11,1248,0.54,232435,149735,151764,25,301524
Tamil Nadu,COIMBATORE,13,Kinathukadavu,122,James.S,All India Jananayaka Makkal Kazhagam,55,0,55,0.02,232435,149735,151764,25,301524
Tamil Nadu,COIMBATORE,13,Kinathukadavu,122,Atheeswaran.S,Independent,50,0,50,0.02,232435,149735,151764,25,301524
Tamil Nadu,COIMBATORE,13,Kinathukadavu,122,Dharmalingam.K,Independent,107,1,108,0.05,232435,149735,151764,25,301524
Tamil Nadu,COIMBATORE,13,Kinathukadavu,122,Nazir Babu.S,Independent,88,0,88,0.04,232435,149735,151764,25,301524
Tamil Nadu,COIMBATORE,13,Kinathukadavu,122,Nagendran.P,Independent,225,3,228,0.1,232435,149735,151764,25,301524
Tamil Nadu,COIMBATORE,13,Kinathukadavu,122,Noor Muhamad . A,Independent,135,0,135,0.06,232435,149735,151764,25,301524
Tamil Nadu,COIMBATORE,13,Kinathukadavu,122,Velusamy.V,Independent,504,1,505,0.22,232435,149735,151764,25,301524
Tamil Nadu,COIMBATORE,13,Kinathukadavu,122,NOTA,None of the Above,2268,12,2280,0.98,232435,149735,151764,25,301524
Tamil Nadu,CHENNAI,2,Kolathur,13,AADIRAJARAM,All India Anna Dravida Munnetra Kazhagam,34801,337,35138,20.27,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,MJS.JAMAL MOHAMED MEERA,Bahujan Samaj Party,1286,9,1295,0.75,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,M.K. STALIN,Dravida Munnetra Kazhagam,104305,1217,105522,60.86,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,ASHOK KUMAR.S,New Generation People’s Party,257,0,257,0.15,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,J.ARUMUGAM,Amma Makkal Munnettra Kazagam,1075,5,1080,0.62,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,ELUMALAI.K,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,69,0,69,0.04,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,F.CAMILUS SELVA,Naam Tamilar Katchi,11234,45,11279,6.51,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,A.SEETHA,Bahujan Dravida Party,41,0,41,0.02,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,SURESH,Tamil Nadu Ilangyar Katchi,619,1,620,0.36,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,S.SURESHKUMAR,Makkalatchi Katchi,38,5,43,0.02,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,D.SURESHBABU,Desiya Makkal Sakthi Katchi,87,0,87,0.05,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,E.RAJENDRAN,Anna MGR Dravida Makkal Kalgam,25,5,30,0.02,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,M.RAJENDRAN,National Democratic Party of South India,65,0,65,0.04,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,VIVEKRAJ.J,Thamizhaga Munnetra Congress,116,0,116,0.07,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,G.VELMURUGAN,Shiv Sena,130,2,132,0.08,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,A.JAGADISH KUMAR,Makkal Needhi Maiam,13989,87,14076,8.12,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,AGNI SRI RAMACHANDRAN,Independent,680,1,681,0.39,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,L.KATHIRESAN,Independent,118,0,118,0.07,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,SATHIYASEELAN,Independent,86,0,86,0.05,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,V.SURESHKUMAR,Independent,22,0,22,0.01,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,J.SURIYAMUTHU,Independent,109,1,110,0.06,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,M.A.S. SENTHIL KUMAR,Independent,32,1,33,0.02,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,P.SENTHIL KUMAR,Independent,38,0,38,0.02,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,R.SELVAM,Independent,32,1,33,0.02,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,DIVYA,Independent,180,1,181,0.1,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,DEVIKARANI,Independent,37,0,37,0.02,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,AL. NARESH KUMAR,Independent,198,0,198,0.11,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,NIRMALA DEVI,Independent,29,0,29,0.02,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,D.NILAMANI,Independent,44,1,45,0.03,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,K. PANNERSELVAM,Independent,38,2,40,0.02,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,MALARVIZHI,Independent,92,0,92,0.05,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,MIRZA SAFDAR ALI,Independent,97,0,97,0.06,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,RAMA DEVI,Independent,61,0,61,0.04,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,B.VIJAYA KUMAR,Independent,18,0,18,0.01,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,C.JEEVAKUMAR,Independent,52,0,52,0.03,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,P.HARISHKUMAR,Independent,38,0,38,0.02,173388,128895,133554,60,262509
Tamil Nadu,CHENNAI,2,Kolathur,13,NOTA,None of the Above,1518,11,1529,0.88,173388,128895,133554,60,262509
Tamil Nadu,THOOTHUKKUDI,28,Kovilpatti,218,KADAMBUR RAJU,All India Anna Dravida Munnetra Kazhagam,67970,586,68556,37.89,180928,123065,125552,2,248619
Tamil Nadu,THOOTHUKKUDI,28,Kovilpatti,218,K.Srinivasan,Communist Party of India  (Marxist),36234,1146,37380,20.66,180928,123065,125552,2,248619
Tamil Nadu,THOOTHUKKUDI,28,Kovilpatti,218,Ramachandiran.R,Bahujan Samaj Party,200,3,203,0.11,180928,123065,125552,2,248619
Tamil Nadu,THOOTHUKKUDI,28,Kovilpatti,218,S.Udaiyar,Naam Indiar Party,175,0,175,0.1,180928,123065,125552,2,248619
Tamil Nadu,THOOTHUKKUDI,28,Kovilpatti,218,K.Kathiravan,Makkal Needhi Maiam,3628,39,3667,2.03,180928,123065,125552,2,248619
Tamil Nadu,THOOTHUKKUDI,28,Kovilpatti,218,M.Gomathi,Naam Tamilar Katchi,9114,99,9213,5.09,180928,123065,125552,2,248619
Tamil Nadu,THOOTHUKKUDI,28,Kovilpatti,218,K.Shanmugasundaram,Bahujan Dravida Party,244,2,246,0.14,180928,123065,125552,2,248619
Tamil Nadu,THOOTHUKKUDI,28,Kovilpatti,218,TTV DHINAKARAN,Amma Makkal Munnettra Kazagam,55729,424,56153,31.04,180928,123065,125552,2,248619
Tamil Nadu,THOOTHUKKUDI,28,Kovilpatti,218,M.G.R.Nambbi,All India MGR Makkal Munnetra Kazhagam,244,0,244,0.13,180928,123065,125552,2,248619
